GOAL-Flight Delay;Year;Month;DayofMonth;DayOfWeek;DepTime;CRSDepTime;ArrTime;CRSArrTime;UniqueCarrier;FlightNum;TailNum;ActualElapsedTime;CRSElapsedTime;AirTime;DepDelay;Origin;Dest;Distance;TaxiIn;TaxiOut;Cancelled;Diverted;CarrierDelay;WeatherDelay;NASDelay;SecurityDelay;LateAircraftDelay
-15.0;2007;10;25;4;2020.0;2020;2135.0;2150;WN;1144;N293;75.0;90.0;63.0;0.0;SAN;SFO;447;5;7;0;0;0;0;0;0;0
53.0;2007;10;28;7;1019.0;918;1135.0;1042;OO;5875;N928SW;76.0;84.0;63.0;61.0;MFR;SFO;329;4;9;0;0;0;0;53;0;0
-39.0;2007;3;4;7;840.0;845;1142.0;1221;CO;548;N37277;362.0;396.0;336.0;-5.0;EWR;SFO;2565;8;18;0;0;0;0;0;0;0
69.0;2007;3;13;2;1258.0;1138;1351.0;1242;OO;6252;N221SW;53.0;64.0;42.0;80.0;SBP;SFO;191;4;7;0;0;69;0;0;0;0
-1.0;2007;12;25;2;1531.0;1535;1814.0;1815;AA;1835;N4XLAA;283.0;280.0;254.0;-4.0;ORD;SFO;1846;5;24;0;0;0;0;0;0;0
-11.0;2007;1;22;1;922.0;925;1018.0;1029;OO;6257;N223SW;56.0;64.0;42.0;-3.0;SBP;SFO;191;4;10;0;0;0;0;0;0;0
56.0;2007;4;26;4;1703.0;1635;2117.0;2021;DL;709;N6706Q;434.0;406.0;323.0;28.0;JFK;SFO;2586;28;83;0;0;22;0;28;0;6
31.0;2007;9;5;3;1546.0;1540;1928.0;1857;UA;15;N502UA;402.0;377.0;334.0;6.0;JFK;SFO;2586;4;64;0;0;6;0;25;0;0
-44.0;2007;10;29;1;834.0;838;1147.0;1231;UA;9;N532UA;373.0;413.0;346.0;-4.0;JFK;SFO;2586;4;23;0;0;0;0;0;0;0
68.0;2007;11;5;1;1644.0;1540;2017.0;1909;UA;15;N517UA;393.0;389.0;349.0;64.0;JFK;SFO;2586;11;33;0;0;61;0;4;0;3
64.0;2007;11;6;2;1130.0;1023;1300.0;1156;OO;6343;N718SK;90.0;93.0;69.0;67.0;SNA;SFO;372;4;17;0;0;0;0;64;0;0
-6.0;2007;6;26;2;1400.0;1405;1513.0;1519;UA;806;N547UA;73.0;74.0;51.0;-5.0;LAX;SFO;337;6;16;0;0;0;0;0;0;0
7.0;2007;11;9;5;614.0;600;727.0;720;XE;7827;N12569;73.0;80.0;51.0;14.0;LAX;SFO;337;6;16;0;0;0;0;0;0;0
10.0;2007;5;23;3;2127.0;2130;530.0;520;UA;36;N675UA;303.0;290.0;287.0;-3.0;OGG;SFO;2338;5;11;0;0;0;0;0;0;0
-6.0;2007;4;8;7;2029.0;2030;412.0;418;UA;36;N656UA;283.0;288.0;260.0;-1.0;OGG;SFO;2338;10;13;0;0;0;0;0;0;0
-5.0;2007;11;23;5;9.0;2359;135.0;140;US;179;N679AW;86.0;101.0;60.0;10.0;LAS;SFO;414;8;18;0;0;0;0;0;0;0
5.0;2007;11;1;4;830.0;835;1210.0;1205;CO;548;N14214;400.0;390.0;353.0;-5.0;EWR;SFO;2565;5;42;0;0;0;0;0;0;0
-5.0;2007;1;2;2;1341.0;1340;2032.0;2037;UA;52;N674UA;291.0;297.0;279.0;1.0;KOA;SFO;2367;3;9;0;0;0;0;0;0;0
-2.0;2007;5;4;5;1328.0;1331;2128.0;2130;UA;52;N668UA;300.0;299.0;283.0;-3.0;KOA;SFO;2367;5;12;0;0;0;0;0;0;0
21.0;2007;9;10;1;1155.0;1129;1325.0;1304;UA;721;N672UA;150.0;155.0;127.0;26.0;DEN;SFO;967;8;15;0;0;0;0;21;0;0
-8.0;2007;3;14;3;1215.0;1220;1504.0;1512;UA;217;N580UA;349.0;352.0;328.0;-5.0;IAD;SFO;2419;4;17;0;0;0;0;0;0;0
3.0;2007;11;1;4;813.0;815;948.0;945;WN;1672;N254WN;95.0;90.0;71.0;-2.0;SAN;SFO;447;5;19;0;0;0;0;0;0;0
-20.0;2007;10;20;6;1642.0;1651;1755.0;1815;OO;6408;N742SK;73.0;84.0;60.0;-9.0;EUG;SFO;451;3;10;0;0;0;0;0;0;0
-6.0;2007;9;7;5;1931.0;1940;2052.0;2058;OO;5629;N293SW;81.0;78.0;55.0;-9.0;SBA;SFO;262;18;8;0;0;0;0;0;0;0
7.0;2007;8;23;4;636.0;636;757.0;750;OO;5547;N250YV;81.0;74.0;69.0;0.0;SBA;SFO;262;4;8;0;0;0;0;0;0;0
-6.0;2007;7;31;2;1522.0;1500;1810.0;1816;UA;181;N562UA;348.0;376.0;331.0;22.0;BOS;SFO;2704;4;13;0;0;0;0;0;0;0
18.0;2007;12;10;1;734.0;735;1013.0;955;CO;1436;N12322;279.0;260.0;222.0;-1.0;IAH;SFO;1635;7;50;0;0;0;0;18;0;0
21.0;2007;2;28;3;846.0;835;1051.0;1030;AA;1077;N440AA;245.0;235.0;228.0;11.0;DFW;SFO;1464;4;13;0;0;11;0;10;0;0
-3.0;2007;5;29;2;756.0;755;1053.0;1056;UA;185;N833UA;357.0;361.0;314.0;1.0;PHL;SFO;2521;19;24;0;0;0;0;0;0;0
-25.0;2007;3;17;6;833.0;835;1005.0;1030;AA;1077;N271AA;212.0;235.0;196.0;-2.0;DFW;SFO;1464;4;12;0;0;0;0;0;0;0
-25.0;2007;5;21;1;1719.0;1727;1845.0;1910;UA;571;N369UA;86.0;103.0;72.0;-8.0;PDX;SFO;550;5;9;0;0;0;0;0;0;0
-3.0;2007;8;18;6;737.0;740;951.0;954;US;1701;N711UW;314.0;314.0;299.0;-3.0;CLT;SFO;2296;5;10;0;0;0;0;0;0;0
11.0;2007;11;18;7;1556.0;1540;1724.0;1713;UA;954;N558UA;88.0;93.0;72.0;16.0;SAN;SFO;447;5;11;0;0;0;0;0;0;0
-1.0;2007;5;9;3;734.0;737;851.0;852;OO;6206;N299SW;77.0;75.0;65.0;-3.0;ACV;SFO;250;5;7;0;0;0;0;0;0;0
-10.0;2007;7;1;7;1946.0;1957;2110.0;2120;UA;778;N826UA;84.0;83.0;62.0;-11.0;SAN;SFO;447;9;13;0;0;0;0;0;0;0
49.0;2007;2;19;1;1750.0;1707;1914.0;1825;UA;1162;N330UA;84.0;78.0;61.0;43.0;LAX;SFO;337;5;18;0;0;8;0;6;0;35
-6.0;2007;6;15;5;925.0;925;1039.0;1045;MQ;3188;N817AE;74.0;80.0;60.0;0.0;SNA;SFO;372;2;12;0;0;0;0;0;0;0
7.0;2007;8;13;1;1432.0;1420;1535.0;1528;OO;5408;N292UX;63.0;68.0;52.0;12.0;BFL;SFO;238;1;10;0;0;0;0;0;0;0
28.0;2007;2;12;1;1732.0;1700;1903.0;1835;AS;685;N776AS;91.0;95.0;72.0;32.0;PSP;SFO;421;6;13;0;0;0;0;28;0;0
-1.0;2007;4;22;7;1800.0;1807;1936.0;1937;UA;746;N315UA;96.0;90.0;81.0;-7.0;SAN;SFO;447;5;10;0;0;0;0;0;0;0
33.0;2007;5;18;5;1940.0;1840;2148.0;2115;AA;83;N379AA;248.0;275.0;232.0;60.0;ORD;SFO;1846;5;11;0;0;0;0;0;0;33
115.0;2007;9;16;7;2127.0;1941;2335.0;2140;NW;347;N508US;308.0;299.0;280.0;106.0;DTW;SFO;2079;6;22;0;0;105;0;9;0;1
-6.0;2007;6;29;5;1810.0;1814;1930.0;1936;UA;746;N553UA;80.0;82.0;62.0;-4.0;SAN;SFO;447;6;12;0;0;0;0;0;0;0
6.0;2007;4;29;7;1306.0;1254;1427.0;1421;UA;1232;N929UA;81.0;87.0;62.0;12.0;SAN;SFO;447;4;15;0;0;0;0;0;0;0
55.0;2007;4;17;2;2155.0;2105;2400.0;2305;NW;355;N520US;245.0;240.0;227.0;50.0;MSP;SFO;1589;7;11;0;0;31;0;5;0;19
30.0;2007;11;27;2;1901.0;1818;2054.0;2024;UA;1237;N535UA;113.0;126.0;87.0;43.0;SEA;SFO;679;9;17;0;0;0;0;0;0;30
-8.0;2007;8;24;5;2008.0;2015;2132.0;2140;OO;6434;N943SW;84.0;85.0;71.0;-7.0;EUG;SFO;451;3;10;0;0;0;0;0;0;0
-24.0;2007;4;28;6;751.0;755;918.0;942;UA;657;N801UA;207.0;227.0;190.0;-4.0;AUS;SFO;1504;4;13;0;0;0;0;0;0;0
-20.0;2007;11;14;3;1015.0;1015;1135.0;1155;WN;1597;N271WN;80.0;100.0;63.0;0.0;SAN;SFO;447;4;13;0;0;0;0;0;0;0
35.0;2007;11;4;7;2045.0;2030;2225.0;2150;XE;7812;N14179;100.0;80.0;69.0;15.0;LAX;SFO;337;6;25;0;0;1;0;20;0;14
0.0;2007;1;8;1;1527.0;1529;1733.0;1733;UA;301;N927UA;126.0;124.0;109.0;-2.0;SEA;SFO;679;2;15;0;0;0;0;0;0;0
51.0;2007;9;12;3;1718.0;1645;1846.0;1755;OO;6333;N916SW;88.0;70.0;69.0;33.0;BUR;SFO;326;3;16;0;0;51;0;0;0;0
-3.0;2007;6;10;7;1010.0;1010;1227.0;1230;UA;139;N215UA;257.0;260.0;236.0;0.0;ORD;SFO;1846;7;14;0;0;0;0;0;0;0
13.0;2007;10;14;7;2025.0;2017;2154.0;2141;OO;6434;N912SW;89.0;84.0;74.0;8.0;EUG;SFO;451;4;11;0;0;0;0;0;0;0
-5.0;2007;5;10;4;1708.0;1705;1814.0;1819;UA;1162;N381UA;66.0;74.0;51.0;3.0;LAX;SFO;337;2;13;0;0;0;0;0;0;0
43.0;2007;9;24;1;2111.0;2037;2248.0;2205;UA;423;N575UA;157.0;148.0;134.0;34.0;DEN;SFO;967;11;12;0;0;0;0;9;0;34
-6.0;2007;9;11;2;1657.0;1705;1848.0;1854;DL;37;N3739;291.0;289.0;265.0;-8.0;CVG;SFO;2036;10;16;0;0;0;0;0;0;0
-7.0;2007;9;14;5;1817.0;1823;1931.0;1938;OO;5581;N218SW;74.0;75.0;64.0;-6.0;ACV;SFO;250;2;8;0;0;0;0;0;0;0
-13.0;2007;7;9;1;1420.0;1423;1543.0;1556;UA;111;N427UA;143.0;153.0;128.0;-3.0;DEN;SFO;967;3;12;0;0;0;0;0;0;0
-6.0;2007;6;25;1;1932.0;1934;2109.0;2115;OO;6385;N936SW;157.0;161.0;142.0;-2.0;COS;SFO;963;4;11;0;0;0;0;0;0;0
-7.0;2007;10;31;3;1414.0;1415;1538.0;1545;WN;1791;N418WN;84.0;90.0;63.0;-1.0;SAN;SFO;447;11;10;0;0;0;0;0;0;0
30.0;2007;10;3;3;1827.0;1745;2140.0;2110;CO;348;N38257;373.0;385.0;326.0;42.0;EWR;SFO;2565;8;39;0;0;12;0;0;0;18
7.0;2007;3;26;1;2000.0;1954;2105.0;2058;OO;6256;N292SW;65.0;64.0;47.0;6.0;SBP;SFO;191;6;12;0;0;0;0;0;0;0
-3.0;2007;8;2;4;1429.0;1423;1553.0;1556;UA;111;N434UA;144.0;153.0;126.0;6.0;DEN;SFO;967;4;14;0;0;0;0;0;0;0
127.0;2007;12;16;7;1320.0;1220;1633.0;1426;NW;345;N515US;373.0;306.0;296.0;60.0;DTW;SFO;2079;7;70;0;0;0;0;113;0;14
-15.0;2007;4;16;1;820.0;825;906.0;921;OO;3959;N449SW;106.0;116.0;91.0;-5.0;SLC;SFO;599;7;8;0;0;0;0;0;0;0
-9.0;2007;4;20;5;1742.0;1749;1837.0;1846;OO;5790;N213SW;55.0;57.0;43.0;-7.0;CIC;SFO;153;5;7;0;0;0;0;0;0;0
-4.0;2007;3;9;5;918.0;920;1131.0;1135;AA;1267;N5BSAA;253.0;255.0;237.0;-2.0;STL;SFO;1736;5;11;0;0;0;0;0;0;0
3.0;2007;7;9;1;704.0;705;823.0;820;OO;5588;N218SW;79.0;75.0;63.0;-1.0;RDD;SFO;199;2;14;0;0;0;0;0;0;0
-8.0;2007;6;22;5;2029.0;2035;2138.0;2146;UA;1021;N307UA;69.0;71.0;53.0;-6.0;BUR;SFO;326;7;9;0;0;0;0;0;0;0
-9.0;2007;6;4;1;1801.0;1810;1931.0;1940;UA;1431;N441UA;90.0;90.0;69.0;-9.0;LAS;SFO;414;4;17;0;0;0;0;0;0;0
96.0;2007;8;2;4;1155.0;1017;1237.0;1101;OO;6382;N913SW;102.0;104.0;85.0;98.0;BOI;SFO;522;8;9;0;0;0;0;96;0;0
-6.0;2007;11;9;5;1801.0;1745;2109.0;2115;CO;348;N74856;368.0;390.0;335.0;16.0;EWR;SFO;2565;8;25;0;0;0;0;0;0;0
-7.0;2007;3;5;1;921.0;920;1103.0;1110;AA;1537;N5DDAA;222.0;230.0;202.0;1.0;DFW;SFO;1464;5;15;0;0;0;0;0;0;0
8.0;2007;4;9;1;1801.0;1749;1838.0;1830;OO;6386;N976SW;97.0;101.0;87.0;12.0;BOI;SFO;522;4;6;0;0;0;0;0;0;0
-5.0;2007;8;10;5;456.0;500;533.0;538;OO;5747;N270YV;37.0;38.0;21.0;-4.0;MOD;SFO;78;4;12;0;0;0;0;0;0;0
-23.0;2007;10;13;6;1712.0;1720;1902.0;1925;OO;5792;N296SW;110.0;125.0;99.0;-8.0;RDM;SFO;462;4;7;0;0;0;0;0;0;0
7.0;2007;3;25;7;1217.0;1220;1432.0;1425;OO;5729;N236SW;135.0;125.0;122.0;-3.0;RDM;SFO;462;5;8;0;0;0;0;0;0;0
-20.0;2007;8;12;7;2029.0;2030;2225.0;2245;DL;163;N123DN;296.0;315.0;260.0;-1.0;ATL;SFO;2139;21;15;0;0;0;0;0;0;0
-12.0;2007;9;21;5;1803.0;1813;1933.0;1945;OO;5658;N567SW;90.0;92.0;79.0;-10.0;MFR;SFO;329;6;5;0;0;0;0;0;0;0
13.0;2007;12;24;1;1835.0;1801;2148.0;2135;UA;179;N572UA;373.0;394.0;360.0;34.0;BOS;SFO;2704;4;9;0;0;0;0;0;0;0
17.0;2007;11;18;7;1012.0;1016;1232.0;1215;UA;415;N375UA;200.0;179.0;154.0;-4.0;DEN;SFO;967;5;41;0;0;0;0;17;0;0
9.0;2007;12;18;2;1839.0;1814;2154.0;2145;UA;189;N819UA;375.0;391.0;350.0;25.0;PHL;SFO;2521;6;19;0;0;0;0;0;0;0
-9.0;2007;5;28;1;1614.0;1619;1734.0;1743;OO;5660;N710SK;80.0;84.0;70.0;-5.0;EUG;SFO;451;3;7;0;0;0;0;0;0;0
7.0;2007;6;15;5;1959.0;1947;2126.0;2119;UA;1503;N467UA;87.0;92.0;64.0;12.0;LAS;SFO;414;8;15;0;0;0;0;0;0;0
16.0;2007;6;2;6;1549.0;1525;1746.0;1730;UA;309;N932UA;117.0;125.0;101.0;24.0;SEA;SFO;679;6;10;0;0;5;0;0;0;11
7.0;2007;10;31;3;1405.0;1400;1528.0;1521;UA;806;N922UA;83.0;81.0;65.0;5.0;LAX;SFO;337;5;13;0;0;0;0;0;0;0
11.0;2007;8;10;5;1147.0;1140;1347.0;1336;NW;221;N588NW;240.0;236.0;217.0;7.0;MSP;SFO;1589;3;20;0;0;0;0;0;0;0
-9.0;2007;1;9;2;1408.0;1412;1511.0;1520;OO;6202;N562SW;63.0;68.0;50.0;-4.0;RDD;SFO;199;4;9;0;0;0;0;0;0;0
3.0;2007;6;29;5;1227.0;1227;1437.0;1434;AS;156;N644AS;130.0;127.0;104.0;0.0;SEA;SFO;679;7;19;0;0;0;0;0;0;0
2.0;2007;9;28;5;1008.0;1010;1202.0;1200;UA;641;N485UA;114.0;110.0;102.0;-2.0;PDX;SFO;550;4;8;0;0;0;0;0;0;0
-7.0;2007;5;23;3;1148.0;1202;1307.0;1314;OO;5648;N954SW;79.0;72.0;53.0;-14.0;BUR;SFO;326;16;10;0;0;0;0;0;0;0
66.0;2007;11;25;7;1437.0;1311;1608.0;1502;UA;827;N371UA;91.0;111.0;73.0;86.0;PDX;SFO;550;4;14;0;0;0;0;0;0;66
-31.0;2007;11;26;1;1138.0;1130;1350.0;1421;UA;143;N847UA;252.0;291.0;231.0;8.0;ORD;SFO;1846;5;16;0;0;0;0;0;0;0
57.0;2007;12;8;6;1721.0;1605;1814.0;1717;OO;5482;N290SW;53.0;72.0;42.0;76.0;RDD;SFO;199;4;7;0;0;57;0;0;0;0
5.0;2007;8;3;5;1201.0;1201;1320.0;1315;UA;702;N533UA;79.0;74.0;50.0;0.0;LAX;SFO;337;5;24;0;0;0;0;0;0;0
32.0;2007;11;19;1;2006.0;1910;2132.0;2100;AA;1415;N597AA;206.0;230.0;189.0;56.0;DFW;SFO;1464;3;14;0;0;0;4;0;0;28
-6.0;2007;6;12;2;1012.0;1025;1144.0;1150;AS;599;N625AS;92.0;85.0;68.0;-13.0;SAN;SFO;447;7;17;0;0;0;0;0;0;0
3.0;2007;1;3;3;1402.0;1358;1521.0;1518;OO;6248;N233SW;79.0;80.0;66.0;4.0;SBA;SFO;262;6;7;0;0;0;0;0;0;0
-9.0;2007;7;30;1;1504.0;1504;1541.0;1550;OO;5668;N221SW;37.0;46.0;23.0;0.0;SMF;SFO;86;5;9;0;0;0;0;0;0;0
-12.0;2007;6;27;3;1213.0;1222;1418.0;1430;OO;5729;N233SW;125.0;128.0;114.0;-9.0;RDM;SFO;462;4;7;0;0;0;0;0;0;0
14.0;2007;2;22;4;1840.0;1840;1948.0;1934;OO;6360;N906SW;128.0;114.0;108.0;0.0;SLC;SFO;599;6;14;0;0;0;0;0;0;0
-11.0;2007;4;27;5;1748.0;1730;1959.0;2010;US;1167;N189UW;311.0;340.0;293.0;18.0;CLT;SFO;2296;4;14;0;0;0;0;0;0;0
0.0;2007;4;22;7;1020.0;1025;1305.0;1305;AA;451;N4WBAA;285.0;280.0;252.0;-5.0;ORD;SFO;1846;5;28;0;0;0;0;0;0;0
29.0;2007;10;4;4;2002.0;1953;2059.0;2030;OO;6388;N926SW;117.0;97.0;96.0;9.0;BOI;SFO;522;5;16;0;0;29;0;0;0;0
-3.0;2007;1;18;4;858.0;900;1129.0;1132;CO;555;N13718;331.0;332.0;298.0;-2.0;CLE;SFO;2161;6;27;0;0;0;0;0;0;0
-22.0;2007;10;2;2;2059.0;2110;2205.0;2227;UA;380;N333UA;66.0;77.0;51.0;-11.0;LAX;SFO;337;5;10;0;0;0;0;0;0;0
-14.0;2007;5;3;4;1910.0;1845;2212.0;2226;DL;149;N6715C;362.0;401.0;342.0;25.0;JFK;SFO;2586;5;15;0;0;0;0;0;0;0
-4.0;2007;9;29;6;1904.0;1858;2013.0;2017;OO;6362;N980SW;69.0;79.0;56.0;6.0;ONT;SFO;363;3;10;0;0;0;0;0;0;0
-3.0;2007;4;18;3;1143.0;1144;1256.0;1259;OO;6183;N236SW;73.0;75.0;56.0;-1.0;ACV;SFO;250;6;11;0;0;0;0;0;0;0
-24.0;2007;10;5;5;952.0;955;1157.0;1221;DL;649;N6706Q;305.0;326.0;281.0;-3.0;ATL;SFO;2139;10;14;0;0;0;0;0;0;0
4.0;2007;3;1;4;1314.0;1310;1509.0;1505;AA;1441;N4XTAA;235.0;235.0;221.0;4.0;DFW;SFO;1464;5;9;0;0;0;0;0;0;0
-10.0;2007;3;10;6;837.0;841;950.0;1000;UA;857;N431UA;73.0;79.0;55.0;-4.0;LAX;SFO;337;3;15;0;0;0;0;0;0;0
-17.0;2007;3;28;3;1934.0;1930;2248.0;2305;AA;197;N5CWAA;374.0;395.0;348.0;4.0;BOS;SFO;2704;3;23;0;0;0;0;0;0;0
-8.0;2007;3;29;4;1728.0;1736;1844.0;1852;OO;6219;N216SW;76.0;76.0;65.0;-8.0;SBA;SFO;262;3;8;0;0;0;0;0;0;0
-2.0;2007;4;17;2;702.0;705;1018.0;1020;AA;59;N321AA;376.0;375.0;345.0;-3.0;JFK;SFO;2586;5;26;0;0;0;0;0;0;0
-7.0;2007;1;25;4;1543.0;1545;1858.0;1905;UA;15;N512UA;375.0;380.0;337.0;-2.0;JFK;SFO;2586;6;32;0;0;0;0;0;0;0
67.0;2007;7;10;2;906.0;807;1043.0;936;OO;6400;N970SW;97.0;89.0;82.0;59.0;EUG;SFO;451;3;12;0;0;0;0;67;0;0
-12.0;2007;11;17;6;1330.0;1335;2021.0;2033;UA;52;N673UA;291.0;298.0;276.0;-5.0;KOA;SFO;2367;5;10;0;0;0;0;0;0;0
29.0;2007;11;16;5;1612.0;1546;1824.0;1755;AS;82;N552AS;132.0;129.0;105.0;26.0;SEA;SFO;679;7;20;0;0;0;0;29;0;0
2.0;2007;6;21;4;1308.0;1250;2047.0;2045;AA;28;N5EXAA;279.0;295.0;260.0;18.0;HNL;SFO;2398;4;15;0;0;0;0;0;0;0
41.0;2007;10;9;2;1050.0;955;1201.0;1120;UA;930;N311UA;71.0;85.0;54.0;55.0;LAX;SFO;337;6;11;0;0;0;0;41;0;0
-13.0;2007;8;29;3;1003.0;1012;1127.0;1140;UA;986;N816UA;84.0;88.0;61.0;-9.0;SAN;SFO;447;6;17;0;0;0;0;0;0;0
-14.0;2007;6;17;7;1802.0;1812;1831.0;1845;OO;5664;N292SW;29.0;33.0;20.0;-10.0;MRY;SFO;77;3;6;0;0;0;0;0;0;0
28.0;2007;11;15;4;807.0;800;1158.0;1130;B6;641;N505JB;231.0;210.0;175.0;7.0;JFK;SFO;2586;12;44;0;0;7;0;21;0;0
-15.0;2007;6;15;5;918.0;924;1015.0;1030;OO;6336;N964SW;57.0;66.0;45.0;-6.0;RNO;SFO;192;3;9;0;0;0;0;0;0;0
-3.0;2007;5;5;6;738.0;745;905.0;908;UA;452;N852UA;87.0;83.0;67.0;-7.0;SNA;SFO;372;5;15;0;0;0;0;0;0;0
3.0;2007;2;24;6;719.0;725;917.0;914;UA;1247;N835UA;238.0;229.0;214.0;-6.0;DFW;SFO;1464;15;9;0;0;0;0;0;0;0
31.0;2007;1;6;6;845.0;830;1044.0;1013;UA;869;N782UA;179.0;163.0;126.0;15.0;DEN;SFO;967;6;47;0;0;15;0;16;0;0
-2.0;2007;7;15;7;1942.0;1947;2128.0;2130;UA;467;N332UA;106.0;103.0;90.0;-5.0;PDX;SFO;550;5;11;0;0;0;0;0;0;0
-9.0;2007;3;12;1;1301.0;1307;1427.0;1436;OO;5785;N562SW;86.0;89.0;74.0;-6.0;CEC;SFO;304;3;9;0;0;0;0;0;0;0
-9.0;2007;1;25;4;2043.0;2045;2241.0;2250;DL;1859;N398DA;298.0;305.0;265.0;-2.0;CVG;SFO;2036;21;12;0;0;0;0;0;0;0
2.0;2007;4;18;3;1933.0;1936;2150.0;2148;NW;347;N378NW;317.0;312.0;278.0;-3.0;DTW;SFO;2079;7;32;0;0;0;0;0;0;0
11.0;2007;9;17;1;1809.0;1750;1946.0;1935;AA;463;N4XJAA;217.0;225.0;203.0;19.0;DFW;SFO;1464;3;11;0;0;0;0;0;0;0
49.0;2007;8;20;1;2001.0;1910;2154.0;2105;UA;1427;N459UA;113.0;115.0;91.0;51.0;PHX;SFO;651;5;17;0;0;0;0;0;0;49
-26.0;2007;5;5;6;1251.0;1300;1444.0;1510;AS;528;N611AS;113.0;130.0;90.0;-9.0;SEA;SFO;679;4;19;0;0;0;0;0;0;0
75.0;2007;1;31;3;1121.0;1025;1218.0;1103;OO;6231;N215SW;57.0;38.0;38.0;56.0;MRY;SFO;77;3;16;0;0;0;0;75;0;0
1.0;2007;4;5;4;837.0;832;922.0;921;OO;6174;N295UX;45.0;49.0;26.0;5.0;SMF;SFO;86;8;11;0;0;0;0;0;0;0
12.0;2007;8;27;1;1014.0;1005;1152.0;1140;AA;1537;N551AA;218.0;215.0;197.0;9.0;DFW;SFO;1464;6;15;0;0;0;0;0;0;0
-2.0;2007;8;31;5;750.0;740;943.0;945;UA;377;N815UA;233.0;245.0;212.0;10.0;IAH;SFO;1635;6;15;0;0;0;0;0;0;0
13.0;2007;11;4;7;1351.0;1350;2058.0;2045;HA;12;N596HA;307.0;295.0;281.0;1.0;HNL;SFO;2398;5;21;0;0;0;0;0;0;0
1.0;2007;6;16;6;650.0;649;803.0;802;OO;6359;N925SW;73.0;73.0;52.0;1.0;BUR;SFO;326;6;15;0;0;0;0;0;0;0
-4.0;2007;2;16;5;834.0;836;1127.0;1131;UA;871;N644UA;353.0;355.0;324.0;-2.0;IAD;SFO;2419;13;16;0;0;0;0;0;0;0
-25.0;2007;7;22;7;2231.0;2225;28.0;53;UA;159;N412UA;237.0;268.0;216.0;6.0;ORD;SFO;1846;7;14;0;0;0;0;0;0;0
14.0;2007;6;25;1;741.0;740;1002.0;948;UA;821;N569UA;141.0;128.0;95.0;1.0;SEA;SFO;679;28;18;0;0;0;0;0;0;0
5.0;2007;10;8;1;651.0;645;839.0;834;AS;212;N771AS;108.0;109.0;93.0;6.0;PDX;SFO;550;6;9;0;0;0;0;0;0;0
-4.0;2007;11;15;4;1402.0;1407;1517.0;1521;OO;5479;N220SW;75.0;74.0;61.0;-5.0;BFL;SFO;238;3;11;0;0;0;0;0;0;0
39.0;2007;4;27;5;1935.0;1850;2128.0;2049;UA;1405;N488UA;113.0;119.0;93.0;45.0;PHX;SFO;651;5;15;0;0;0;0;0;0;39
120.0;2007;12;3;1;1408.0;1225;1636.0;1436;AS;378;N713AS;148.0;131.0;117.0;103.0;SEA;SFO;679;10;21;0;0;0;0;120;0;0
-21.0;2007;8;17;5;817.0;821;938.0;959;UA;322;N202UA;81.0;98.0;62.0;-4.0;SAN;SFO;447;6;13;0;0;0;0;0;0;0
-17.0;2007;9;5;3;839.0;845;1148.0;1205;AA;179;N342AA;369.0;380.0;325.0;-6.0;JFK;SFO;2586;4;40;0;0;0;0;0;0;0
-4.0;2007;12;25;2;1912.0;1915;2038.0;2042;OO;6370;N969SW;86.0;87.0;62.0;-3.0;ONT;SFO;363;11;13;0;0;0;0;0;0;0
2.0;2007;10;17;3;1623.0;1623;1748.0;1746;UA;954;N328UA;85.0;83.0;70.0;0.0;SAN;SFO;447;3;12;0;0;0;0;0;0;0
62.0;2007;6;26;2;1401.0;1307;1539.0;1437;OO;5785;N289YV;98.0;90.0;71.0;54.0;CEC;SFO;304;6;21;0;0;0;0;0;0;62
-25.0;2007;5;29;2;811.0;810;1057.0;1122;US;939;N106US;346.0;372.0;312.0;1.0;PHL;SFO;2521;4;30;0;0;0;0;0;0;0
10.0;2007;3;1;4;725.0;725;924.0;914;UA;1247;N838UA;239.0;229.0;215.0;0.0;DFW;SFO;1464;3;21;0;0;0;0;0;0;0
-17.0;2007;9;4;2;2104.0;2110;2228.0;2245;WN;839;N733SA;84.0;95.0;63.0;-6.0;LAS;SFO;414;7;14;0;0;0;0;0;0;0
16.0;2007;7;29;7;1439.0;1415;1557.0;1541;XE;7774;N12569;78.0;86.0;52.0;24.0;LAX;SFO;337;7;19;0;0;16;0;0;0;0
7.0;2007;6;13;3;657.0;700;835.0;828;XE;7710;N16183;98.0;88.0;55.0;-3.0;LAX;SFO;337;5;38;0;0;0;0;0;0;0
-25.0;2007;1;25;4;2050.0;2055;2242.0;2307;CO;1763;N16709;232.0;252.0;210.0;-5.0;IAH;SFO;1635;6;16;0;0;0;0;0;0;0
-9.0;2007;4;24;2;734.0;740;912.0;921;UA;1247;N425UA;218.0;221.0;196.0;-6.0;DFW;SFO;1464;10;12;0;0;0;0;0;0;0
74.0;2007;9;19;3;1444.0;1323;1637.0;1523;UA;989;N310UA;113.0;120.0;94.0;81.0;SEA;SFO;679;4;15;0;0;13;0;0;0;61
9.0;2007;5;17;4;907.0;900;1110.0;1101;DL;691;N3742C;303.0;301.0;270.0;7.0;CVG;SFO;2036;6;27;0;0;0;0;0;0;0
102.0;2007;10;16;2;1719.0;1545;1857.0;1715;WN;1222;N646SW;98.0;90.0;83.0;94.0;SAN;SFO;447;4;11;0;0;0;0;97;0;5
